CONTAINER ID   NAME                                                            CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
183a169ea026   testground-sidecar                                              0.01%     11.43MiB / 9.717GiB   0.11%     1.63kB / 1.19kB   2.49MB / 0B       10
569b59690eed   testground-influxdb                                             142.96%   14.14MiB / 9.717GiB   0.14%     712B / 0B         7.95MB / 4.1kB    15
53966710a485   testground-sync-service                                         0.58%     8.844MiB / 9.717GiB   0.09%     3.96kB / 2.45kB   1.49MB / 0B       10
7b9271385d79   testground-redis                                                0.21%     6.418MiB / 9.717GiB   0.06%     796B / 0B         1.06MB / 0B       5
4407c235988a   testground-grafana                                              77.38%    117.1MiB / 9.717GiB   1.18%     1.02kB / 0B       0B / 73.6MB       11
d68abd6f8233   testground-goproxy                                              0.01%     47.71MiB / 9.717GiB   0.48%     626kB / 64.6MB    28.6MB / 8.19kB   19
14be5e4aab49   tg-dht-find-providers-cf7f0o7rirfn1e3up0b0-cypress-provider-7   22.59%    33.64MiB / 9.717GiB   0.34%     2.21kB / 1.33kB   0B / 0B           10
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
14be5e4aab49   tg-dht-find-providers-cf7f0o7rirfn1e3up0b0-cypress-provider-7    0.06%     33.77MiB / 9.717GiB   0.34%     2.96kB / 1.48kB   0B / 0B           10
183a169ea026   testground-sidecar                                               3.23%     12.46MiB / 9.717GiB   0.13%     2.96kB / 3.08kB   2.49MB / 0B       10
569b59690eed   testground-influxdb                                              45.25%    10.69MiB / 9.717GiB   0.11%     1.65kB / 406B     8.44MB / 8.19kB   11
53966710a485   testground-sync-service                                          1.49%     9.023MiB / 9.717GiB   0.09%     11.1kB / 7.67kB   1.49MB / 0B       10
7b9271385d79   testground-redis                                                 0.14%     6.418MiB / 9.717GiB   0.06%     922B / 0B         1.06MB / 0B       5
4407c235988a   testground-grafana                                               47.22%    126.4MiB / 9.717GiB   1.27%     1.3kB / 0B        0B / 73.7MB       11
d68abd6f8233   testground-goproxy                                               0.01%     47.71MiB / 9.717GiB   0.48%     626kB / 64.6MB    28.6MB / 8.19kB   19
45edbdbe0f7d   tg-dht-find-providers-cf7f0o7rirfn1e3up0b0-cypress-provider-1    20.25%    34.66MiB / 9.717GiB   0.35%     2.4kB / 1.4kB     0B / 0B           10
c4f31c0f8daa   tg-dht-find-providers-cf7f0o7rirfn1e3up0b0-cypress-provider-8    29.83%    33.07MiB / 9.717GiB   0.33%     2.4kB / 1.4kB     0B / 0B           9
