CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
36e129549b95   testground-sidecar                                               0.03%     11.16MiB / 9.717GiB   0.11%     1.63kB / 1.19kB   528kB / 0B        9
afa88cccb07f   testground-influxdb                                              105.85%   880KiB / 9.717GiB     0.01%     8.38kB / 1.9kB    848kB / 8.19kB    1
64a919158512   testground-sync-service                                          1.42%     8.887MiB / 9.717GiB   0.09%     3.92kB / 2.49kB   426kB / 0B        9
eec577a57cbc   testground-redis                                                 0.27%     5.961MiB / 9.717GiB   0.06%     796B / 0B         0B / 0B           5
9c61ad39a4f4   testground-grafana                                               96.75%    128.5MiB / 9.717GiB   1.29%     1.02kB / 0B       160kB / 73.8MB    11
4d6d50205ed8   testground-goproxy                                               0.00%     39.56MiB / 9.717GiB   0.40%     626kB / 64.6MB    73.7kB / 8.19kB   19
79e04f4c7156   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-25   7.96%     34.3MiB / 9.717GiB    0.34%     2.41kB / 1.4kB    0B / 0B           10
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
79e04f4c7156   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-25   0.21%     34.37MiB / 9.717GiB   0.35%     2.85kB / 1.55kB   0B / 0B           10
36e129549b95   testground-sidecar                                               2.41%     11.34MiB / 9.717GiB   0.11%     1.95kB / 1.69kB   528kB / 0B        9
afa88cccb07f   testground-influxdb                                              51.42%    5.789MiB / 9.717GiB   0.06%     8.45kB / 1.95kB   979kB / 8.19kB    11
64a919158512   testground-sync-service                                          1.13%     9.023MiB / 9.717GiB   0.09%     5.79kB / 3.8kB    426kB / 0B        9
eec577a57cbc   testground-redis                                                 0.21%     5.961MiB / 9.717GiB   0.06%     866B / 0B         0B / 0B           5
9c61ad39a4f4   testground-grafana                                               71.85%    128.8MiB / 9.717GiB   1.29%     1.09kB / 0B       160kB / 73.8MB    11
4d6d50205ed8   testground-goproxy                                               0.00%     39.56MiB / 9.717GiB   0.40%     626kB / 64.6MB    73.7kB / 8.19kB   19
d08d4ce613f3   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-22   20.86%    33.63MiB / 9.717GiB   0.34%     2.58kB / 1.48kB   0B / 0B           9
7e1998361b93   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-6    25.66%    30.58MiB / 9.717GiB   0.31%     2.66kB / 1.48kB   0B / 0B           9
0f0baff2a9bc   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-2    30.26%    26.94MiB / 9.717GiB   0.27%     2.61kB / 1.4kB    0B / 0B           10
50f475c858b7   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-20   37.18%    29.93MiB / 9.717GiB   0.30%     2.69kB / 1.4kB    0B / 0B           9
b5bea63a8c8b   tg-dht-find-providers-cf7itq7rirfrauds3v00-cypress-provider-4    17.26%    25.35MiB / 9.717GiB   0.25%     3.21kB / 1.48kB   0B / 0B           9
