CONTAINER ID   NAME                      CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
3b9ab2a5eea5   testground-sidecar        0.00%     9.582MiB / 9.717GiB   0.10%     17.4kB / 16.5kB   434kB / 0B        9
2c32210d05e0   testground-influxdb       0.46%     196.5MiB / 9.717GiB   1.97%     485MB / 17.9MB    6.18MB / 195MB    22
eb68d6aafc4a   testground-sync-service   8.02%     14.32MiB / 9.717GiB   0.14%     15.7MB / 19MB     1.06MB / 0B       24
f016ec7f9be2   testground-redis          0.76%     8.379MiB / 9.717GiB   0.08%     6.93MB / 0B       4.22MB / 0B       5
3941732545a6   testground-grafana        0.70%     183MiB / 9.717GiB     1.84%     7.41MB / 157kB    9.11MB / 74.9MB   17
174b6882ded9   testground-goproxy        0.01%     54MiB / 9.717GiB      0.54%     3.3MB / 323MB     17.5MB / 926kB    20
CONTAINER ID   NAME                                                            CPU %     MEM USAGE / LIMIT     MEM %     NET I/O          BLOCK I/O         PIDS
c6972d9a4d35   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-0   31.52%    33.92MiB / 9.717GiB   0.34%     2.66kB / 1.8kB   0B / 0B           10
3b9ab2a5eea5   testground-sidecar                                              0.03%     9.934MiB / 9.717GiB   0.10%     17.8kB / 17kB    434kB / 0B        10
2c32210d05e0   testground-influxdb                                             3.44%     196.5MiB / 9.717GiB   1.97%     485MB / 17.9MB   6.18MB / 195MB    22
eb68d6aafc4a   testground-sync-service                                         8.87%     14.34MiB / 9.717GiB   0.14%     15.7MB / 19MB    1.06MB / 0B       24
f016ec7f9be2   testground-redis                                                0.41%     8.379MiB / 9.717GiB   0.08%     6.94MB / 0B      4.22MB / 0B       5
3941732545a6   testground-grafana                                              0.05%     183MiB / 9.717GiB     1.84%     7.41MB / 157kB   9.11MB / 74.9MB   17
174b6882ded9   testground-goproxy                                              0.00%     54MiB / 9.717GiB      0.54%     3.3MB / 323MB    17.5MB / 926kB    20
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
c6972d9a4d35   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-0    0.12%     33.92MiB / 9.717GiB   0.34%     3.34kB / 1.8kB    0B / 0B           10
3b9ab2a5eea5   testground-sidecar                                               9.13%     11.32MiB / 9.717GiB   0.11%     19.5kB / 19.4kB   434kB / 0B        10
2c32210d05e0   testground-influxdb                                              2.50%     196.5MiB / 9.717GiB   1.97%     485MB / 17.9MB    6.18MB / 195MB    22
eb68d6aafc4a   testground-sync-service                                          9.23%     14.57MiB / 9.717GiB   0.15%     15.7MB / 19MB     1.06MB / 0B       24
f016ec7f9be2   testground-redis                                                 0.24%     8.379MiB / 9.717GiB   0.08%     6.94MB / 0B       4.22MB / 0B       5
3941732545a6   testground-grafana                                               0.26%     183MiB / 9.717GiB     1.84%     7.41MB / 157kB    9.11MB / 74.9MB   17
174b6882ded9   testground-goproxy                                               0.02%     54MiB / 9.717GiB      0.54%     3.3MB / 323MB     17.5MB / 926kB    20
d3ef33c51546   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-20   0.11%     34.43MiB / 9.717GiB   0.35%     3.42kB / 1.8kB    0B / 0B           9
31710320e9b5   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-13   13.03%    34.76MiB / 9.717GiB   0.35%     3.42kB / 1.8kB    0B / 0B           9
698732724bba   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-1    2.79%     33.35MiB / 9.717GiB   0.34%     3.37kB / 1.8kB    0B / 0B           9
17e1d5cff7e3   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-17   21.68%    33.64MiB / 9.717GiB   0.34%     3.33kB / 1.8kB    0B / 0B           9
51355b0dd862   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-15   19.86%    33.16MiB / 9.717GiB   0.33%     3.33kB / 1.8kB    0B / 0B           9
b1b7f57b5428   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-22   7.47%     32.85MiB / 9.717GiB   0.33%     3.63kB / 1.8kB    0B / 0B           10
389a2f15db66   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-32   8.79%     33.93MiB / 9.717GiB   0.34%     3.54kB / 1.8kB    0B / 0B           10
6c1bc9cb1a48   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-14   21.07%    33.18MiB / 9.717GiB   0.33%     3.57kB / 1.8kB    0B / 0B           9
02e667a71148   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-2    20.25%    34.61MiB / 9.717GiB   0.35%     3.42kB / 1.8kB    0B / 0B           9
6989ff419c4d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-24   20.87%    30.48MiB / 9.717GiB   0.31%     3.33kB / 1.8kB    0B / 0B           10
a8a809d4c4f3   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-18   27.53%    32.15MiB / 9.717GiB   0.32%     3.25kB / 1.8kB    0B / 0B           9
1069edaee7dc   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-19   13.90%    19.96MiB / 9.717GiB   0.20%     3.25kB / 1.8kB    0B / 0B           10
eb9d75a212c7   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-16   16.17%    23.52MiB / 9.717GiB   0.24%     3.21kB / 1.8kB    0B / 0B           9
4615263f2e46   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-21   19.71%    28.65MiB / 9.717GiB   0.29%     3.17kB / 1.8kB    0B / 0B           9
7c83041c576c   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-25   16.55%    31.04MiB / 9.717GiB   0.31%     3.17kB / 1.8kB    0B / 0B           8
930bb1ba3a61   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-23   19.77%    26.55MiB / 9.717GiB   0.27%     3.17kB / 1.8kB    0B / 0B           9
4e370bf2728b   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-26   24.18%    27.76MiB / 9.717GiB   0.28%     3.08kB / 1.8kB    0B / 0B           9
6b4a4186acbc   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-27   25.97%    25.2MiB / 9.717GiB    0.25%     2.7kB / 1.8kB     0B / 0B           9
103178dcaa3f   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-28   29.09%    27.48MiB / 9.717GiB   0.28%     2.66kB / 1.8kB    0B / 0B           9
36e1a2fa5965   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-31   32.05%    30.69MiB / 9.717GiB   0.31%     2.87kB / 1.8kB    0B / 0B           9
efd281cc031c   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-29   29.76%    27.1MiB / 9.717GiB    0.27%     2.87kB / 1.8kB    0B / 0B           9
fc106d70ab2d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-30   23.41%    24.16MiB / 9.717GiB   0.24%     2.83kB / 1.8kB    0B / 0B           9
d465a147f72e   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-33   20.17%    22.45MiB / 9.717GiB   0.23%     2.83kB / 1.8kB    0B / 0B           9
7aa0f11784d3   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-34   31.98%    26.28MiB / 9.717GiB   0.26%     3.08kB / 1.8kB    0B / 0B           9
7184edb8a131   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-35   18.13%    25.12MiB / 9.717GiB   0.25%     2.96kB / 1.8kB    0B / 0B           9
b27ee88185d1   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-37   24.00%    21.79MiB / 9.717GiB   0.22%     2.96kB / 1.8kB    0B / 0B           10
5e657acc9d63   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-38   25.47%    26.71MiB / 9.717GiB   0.27%     2.96kB / 1.8kB    0B / 0B           9
ecadcc716ef3   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-36   21.02%    26.08MiB / 9.717GiB   0.26%     3.04kB / 1.8kB    0B / 0B           9
5e905a07e8ff   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-43   13.44%    17.52MiB / 9.717GiB   0.18%     2.75kB / 1.8kB    0B / 0B           9
6e5871f2cc47   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-39   23.09%    18.23MiB / 9.717GiB   0.18%     2.83kB / 1.8kB    0B / 0B           9
26ec0fe04761   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-40   27.80%    23.99MiB / 9.717GiB   0.24%     2.83kB / 1.8kB    0B / 0B           9
1b2d5e8c77ba   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-41   21.25%    25.12MiB / 9.717GiB   0.25%     3.04kB / 1.8kB    0B / 0B           9
319bee6cae2b   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-42   17.40%    23.38MiB / 9.717GiB   0.23%     3kB / 1.8kB       0B / 0B           9
344c164f75a0   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-45   13.38%    19.47MiB / 9.717GiB   0.20%     2.96kB / 1.8kB    0B / 0B           9
18b7228bd2b8   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-44   19.60%    26.96MiB / 9.717GiB   0.27%     3.19kB / 1.8kB    0B / 0B           10
358f16897c9d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-46   14.73%    21.46MiB / 9.717GiB   0.22%     3.17kB / 1.8kB    0B / 0B           9
569f0dcf298d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-47   10.93%    16.62MiB / 9.717GiB   0.17%     2.96kB / 1.8kB    0B / 0B           9
fe3bed035788   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-48   16.97%    19.38MiB / 9.717GiB   0.19%     3kB / 1.8kB       0B / 0B           9
347135f14945   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-49   11.84%    15.68MiB / 9.717GiB   0.16%     3.27kB / 1.87kB   0B / 0B           9
7419701dda9b   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-4    23.46%    15.92MiB / 9.717GiB   0.16%     2.91kB / 1.8kB    0B / 0B           11
b7b91b86ed91   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-3    25.64%    17.8MiB / 9.717GiB    0.18%     3.33kB / 2.15kB   0B / 0B           9
306e0c90e9f1   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-5    28.05%    21.67MiB / 9.717GiB   0.22%     3.1kB / 1.87kB    0B / 0B           10
461ac497decd   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-7    12.06%    10.97MiB / 9.717GiB   0.11%     2.53kB / 1.33kB   0B / 0B           9
eba940343830   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-6    14.18%    15.15MiB / 9.717GiB   0.15%     3.99kB / 2.67kB   0B / 0B           10
4d69a6cc2191   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-10   11.66%    14.5MiB / 9.717GiB    0.15%     3.92kB / 2.8kB    0B / 0B           9
2621f926f78d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-8    22.41%    16.09MiB / 9.717GiB   0.16%     3.88kB / 2.73kB   0B / 0B           10
b31c66aa5e4e   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-9    12.43%    13.84MiB / 9.717GiB   0.14%     3.4kB / 2.22kB    0B / 0B           9
ad0fdb614b7f   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-11   10.86%    9.805MiB / 9.717GiB   0.10%     2.65kB / 1.8kB    0B / 0B           8
f52cd82ad2ad   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-12   9.89%     8.328MiB / 9.717GiB   0.08%     1.6kB / 182B      0B / 0B           11
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
347135f14945   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-49   14.50%    35.03MiB / 9.717GiB   0.35%     7.53kB / 18kB     0B / 0B           10
fe3bed035788   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-48   9.80%     36.1MiB / 9.717GiB    0.36%     26.1kB / 18kB     0B / 0B           10
569f0dcf298d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-47   11.31%    33.63MiB / 9.717GiB   0.34%     7.78kB / 17.8kB   0B / 0B           9
358f16897c9d   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-46   3.54%     35.93MiB / 9.717GiB   0.36%     33.2kB / 21.3kB   0B / 0B           10
344c164f75a0   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-45   1.11%     34.01MiB / 9.717GiB   0.34%     7.73kB / 18kB     0B / 0B           9
18b7228bd2b8   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-44   0.52%     35.37MiB / 9.717GiB   0.36%     7.75kB / 17.6kB   0B / 0B           10
5e905a07e8ff   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-43   6.48%     36.66MiB / 9.717GiB   0.37%     73.2kB / 58.6kB   0B / 0B           11
319bee6cae2b   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-42   3.49%     35.5MiB / 9.717GiB    0.36%     27.6kB / 31.2kB   0B / 0B           9
1b2d5e8c77ba   tg-dht-find-providers-cf4a6rvrirfkvtobvid0-cypress-provider-41   5.84%     36.02MiB / 9.717GiB   0.36%     79.9kB / 66kB     0B / 0B           9
