CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
8b563fde59f5   testground-sidecar                                               0.11%     11.51MiB / 9.717GiB   0.12%     1.23kB / 680B     5.7MB / 0B        8
402567e59581   testground-influxdb                                              138.79%   19.95MiB / 9.717GiB   0.20%     670B / 0B         11.5MB / 4.1kB    19
a379c8d99e3d   testground-sync-service                                          0.90%     11.27MiB / 9.717GiB   0.11%     2.13kB / 1.18kB   5.75MB / 0B       10
6f5def6d18b0   testground-redis                                                 0.41%     7.383MiB / 9.717GiB   0.07%     670B / 0B         4.42MB / 0B       5
8f2dd4731533   testground-grafana                                               71.42%    132.9MiB / 9.717GiB   1.34%     890B / 0B         22.2MB / 67.4MB   11
82fea16fbc9b   testground-goproxy                                               0.01%     64.01MiB / 9.717GiB   0.64%     638kB / 64.6MB    29.5MB / 8.19kB   19
8a173f2ddb1b   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-14   73.42%    33.51MiB / 9.717GiB   0.34%     1.75kB / 1.21kB   0B / 0B           9
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
8a173f2ddb1b   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-14   0.51%     33.79MiB / 9.717GiB   0.34%     2.75kB / 1.48kB   0B / 0B           9
8b563fde59f5   testground-sidecar                                               0.46%     12.86MiB / 9.717GiB   0.13%     1.63kB / 1.19kB   5.7MB / 0B        9
402567e59581   testground-influxdb                                              30.09%    22.08MiB / 9.717GiB   0.22%     8.83kB / 1.84kB   13.8MB / 4.1kB    21
a379c8d99e3d   testground-sync-service                                          0.21%     11.48MiB / 9.717GiB   0.12%     4kB / 2.49kB      5.75MB / 0B       10
6f5def6d18b0   testground-redis                                                 0.22%     7.383MiB / 9.717GiB   0.07%     796B / 0B         4.42MB / 0B       5
8f2dd4731533   testground-grafana                                               40.76%    134.6MiB / 9.717GiB   1.35%     1.09kB / 0B       22.2MB / 71.4MB   11
82fea16fbc9b   testground-goproxy                                               0.02%     64.01MiB / 9.717GiB   0.64%     638kB / 64.6MB    29.5MB / 8.19kB   19
5022590e2d7f   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-12   12.44%    33.82MiB / 9.717GiB   0.34%     2.44kB / 1.4kB    0B / 0B           9
be1337fb9b06   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-13   22.43%    34.18MiB / 9.717GiB   0.34%     2.56kB / 1.4kB    0B / 0B           9
39bfa98b5b70   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-4    26.27%    25.35MiB / 9.717GiB   0.25%     2.06kB / 1.4kB    0B / 0B           9
b70fe0c40e03   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-1    31.42%    26.17MiB / 9.717GiB   0.26%     2.05kB / 1.33kB   0B / 0B           10
a5465ba1c05c   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-11   22.09%    26.96MiB / 9.717GiB   0.27%     2.98kB / 1.4kB    0B / 0B           9
c7aa5685d6b5   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-0    25.63%    26.69MiB / 9.717GiB   0.27%     2.86kB / 1.4kB    0B / 0B           10
df1bd4f65e4d   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-7    20.88%    25.79MiB / 9.717GiB   0.26%     2.98kB / 1.4kB    0B / 0B           9
fd58e2a57f10   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-3    15.46%    27.52MiB / 9.717GiB   0.28%     3.08kB / 1.48kB   0B / 0B           9
785d658d9398   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-9    13.69%    31.55MiB / 9.717GiB   0.32%     3.12kB / 1.48kB   0B / 0B           9
f1ce2003e90f   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-32   17.93%    27.31MiB / 9.717GiB   0.27%     3.12kB / 1.48kB   0B / 0B           9
7f0ef2bcf73c   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-10   22.85%    30.42MiB / 9.717GiB   0.31%     3.03kB / 1.4kB    0B / 0B           9
ad15368a5dac   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-5    16.24%    24MiB / 9.717GiB      0.24%     2.99kB / 1.4kB    0B / 0B           9
3e9e86ae74ef   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-15   10.27%    20.54MiB / 9.717GiB   0.21%     3.03kB / 1.4kB    0B / 0B           8
cb5c3bd0c3e6   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-6    15.33%    22.54MiB / 9.717GiB   0.23%     2.9kB / 1.4kB     0B / 0B           10
42107c4feac3   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-8    16.26%    24.72MiB / 9.717GiB   0.25%     2.99kB / 1.4kB    0B / 0B           10
5799961ae96a   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-2    12.98%    25.34MiB / 9.717GiB   0.25%     3.03kB / 1.4kB    0B / 0B           10
27a3e67d523e   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-16   14.18%    23.05MiB / 9.717GiB   0.23%     2.83kB / 1.48kB   0B / 0B           10
a096522322ff   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-17   21.24%    22.68MiB / 9.717GiB   0.23%     2.45kB / 1.48kB   0B / 0B           10
912be3439fa2   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-18   12.05%    13.18MiB / 9.717GiB   0.13%     1.95kB / 1.21kB   0B / 0B           8
162e2d7e4dbf   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-19   28.58%    27.32MiB / 9.717GiB   0.27%     2.27kB / 1.4kB    0B / 0B           9
9cfa45d50270   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-20   38.34%    26.3MiB / 9.717GiB    0.26%     2.48kB / 1.4kB    0B / 0B           10
9dba606d8b78   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-22   18.26%    24.95MiB / 9.717GiB   0.25%     2.65kB / 1.4kB    0B / 0B           10
61108cc30eec   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-24   30.54%    28.59MiB / 9.717GiB   0.29%     2.65kB / 1.4kB    0B / 0B           9
b00765f1d71c   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-26   28.12%    33.22MiB / 9.717GiB   0.33%     3.21kB / 1.48kB   0B / 0B           10
ba9601472e9b   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-21   16.32%    25.84MiB / 9.717GiB   0.26%     3.17kB / 1.48kB   0B / 0B           9
9eaad2382b3f   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-23   18.96%    26.09MiB / 9.717GiB   0.26%     3.17kB / 1.48kB   0B / 0B           9
48231a4dc56d   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-27   17.10%    24.95MiB / 9.717GiB   0.25%     3.07kB / 1.4kB    0B / 0B           9
f7e5c8b59b28   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-29   20.67%    30.05MiB / 9.717GiB   0.30%     3.08kB / 1.48kB   0B / 0B           10
ea0ef549deed   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-30   10.91%    26.67MiB / 9.717GiB   0.27%     3.08kB / 1.48kB   0B / 0B           9
cdaa9607ce4f   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-28   12.08%    25.81MiB / 9.717GiB   0.26%     3.08kB / 1.48kB   0B / 0B           9
58444f5f048c   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-31   11.30%    24.25MiB / 9.717GiB   0.24%     2.96kB / 1.48kB   0B / 0B           9
c71dec0d415e   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-25   14.76%    25.4MiB / 9.717GiB    0.26%     2.96kB / 1.48kB   0B / 0B           9
3312a92e2664   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-33   13.77%    21.96MiB / 9.717GiB   0.22%     2.96kB / 1.48kB   0B / 0B           9
99cf9a0d9f63   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-42   13.51%    27.14MiB / 9.717GiB   0.27%     2.96kB / 1.48kB   0B / 0B           9
13484ee882d0   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-34   10.33%    17.07MiB / 9.717GiB   0.17%     2.65kB / 1.4kB    0B / 0B           10
e9cc9626ad0f   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-35   22.83%    26.79MiB / 9.717GiB   0.27%     2.66kB / 1.48kB   0B / 0B           9
d894ee661d0b   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-37   21.82%    20.36MiB / 9.717GiB   0.20%     2.13kB / 1.33kB   0B / 0B           8
431acf3f7a90   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-36   9.91%     12MiB / 9.717GiB      0.12%     1.79kB / 1.21kB   0B / 0B           8
0262c22bd5d6   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-38   14.64%    19.7MiB / 9.717GiB    0.20%     2.48kB / 1.4kB    0B / 0B           9
41bd8b1eedbd   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-39   17.76%    23.86MiB / 9.717GiB   0.24%     2.48kB / 1.4kB    0B / 0B           9
01b3b735455d   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-47   16.78%    25.46MiB / 9.717GiB   0.26%     3.77kB / 2.4kB    0B / 0B           9
1388cc264740   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-41   11.60%    19.31MiB / 9.717GiB   0.19%     3.55kB / 2.4kB    0B / 0B           9
7366ffec680c   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-40   14.90%    16.66MiB / 9.717GiB   0.17%     3.55kB / 2.33kB   0B / 0B           9
098d3086051f   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-45   18.14%    17.63MiB / 9.717GiB   0.18%     3.51kB / 2.33kB   0B / 0B           9
e9bdcea043cb   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-44   12.68%    16.53MiB / 9.717GiB   0.17%     3.51kB / 2.33kB   0B / 0B           9
11ab34821c3a   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-43   16.10%    17.34MiB / 9.717GiB   0.17%     3.51kB / 2.33kB   0B / 0B           10
5e927f92ffd1   tg-dht-find-providers-cf4ulnvrirfnhn0mbt3g-cypress-provider-48   23.59%    19.38MiB / 9.717GiB   0.19%     3.04kB / 2.33kB   0B / 0B           10
