CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
2e32461c875e   testground-sidecar                                               8.40%     26.64MiB / 9.717GiB   0.27%     2.4MB / 122kB     12.9MB / 3.55MB   15
e9556fdf3040   testground-influxdb                                              6.50%     120.3MiB / 9.717GiB   1.21%     216MB / 7.71MB    16.3MB / 54.5MB   24
a168d8727082   testground-sync-service                                          26.74%    22.02MiB / 9.717GiB   0.22%     6.07MB / 8.15MB   10.8MB / 0B       24
5731d806339e   testground-redis                                                 0.17%     9.176MiB / 9.717GiB   0.09%     2.31MB / 0B       8.45MB / 0B       5
fb7a883c6248   testground-grafana                                               2.46%     188.9MiB / 9.717GiB   1.90%     2.36MB / 15.8kB   121MB / 74.1MB    17
4adce5611f83   testground-goproxy                                               0.01%     40.73MiB / 9.717GiB   0.41%     540kB / 852kB     4.29MB / 0B       15
eecb975e3316   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-14   35.80%    34.39MiB / 9.717GiB   0.35%     2.84kB / 1.8kB    266kB / 0B        9
               --                                                               0.00%     0B / 0B               0.00%     0B / 0B           0B / 0B           0
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
7d92dc8fe50b   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-32   0.06%     34.55MiB / 9.717GiB   0.35%     3.21kB / 1.8kB    0B / 0B           9
eecb975e3316   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-14   0.14%     34.39MiB / 9.717GiB   0.35%     3.19kB / 1.8kB    266kB / 0B        9
dddae877b0bf   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-13   0.05%     33.92MiB / 9.717GiB   0.34%     3.21kB / 1.8kB    0B / 0B           9
2e32461c875e   testground-sidecar                                               20.20%    27.63MiB / 9.717GiB   0.28%     2.4MB / 127kB     12.9MB / 3.55MB   15
e9556fdf3040   testground-influxdb                                              2.87%     120.3MiB / 9.717GiB   1.21%     216MB / 7.72MB    16.3MB / 54.6MB   24
a168d8727082   testground-sync-service                                          20.91%    22.77MiB / 9.717GiB   0.23%     6.1MB / 8.17MB    10.8MB / 0B       24
5731d806339e   testground-redis                                                 0.28%     9.176MiB / 9.717GiB   0.09%     2.31MB / 0B       8.45MB / 0B       5
fb7a883c6248   testground-grafana                                               0.21%     188.9MiB / 9.717GiB   1.90%     2.36MB / 15.8kB   121MB / 74.1MB    17
4adce5611f83   testground-goproxy                                               0.01%     40.73MiB / 9.717GiB   0.41%     540kB / 852kB     4.29MB / 0B       15
a3648c14fe3f   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-4    15.98%    34.05MiB / 9.717GiB   0.34%     3.42kB / 1.8kB    0B / 0B           9
637f31bdb3eb   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-12   21.20%    28.74MiB / 9.717GiB   0.29%     3.16kB / 1.8kB    0B / 0B           9
69f8e678e94a   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-11   11.62%    33.77MiB / 9.717GiB   0.34%     3.82kB / 1.8kB    4.1kB / 0B        11
4f58ede338fa   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-15   13.76%    30.66MiB / 9.717GiB   0.31%     3.85kB / 1.85kB   0B / 0B           9
ecfaf7d9d47e   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-3    13.41%    28.14MiB / 9.717GiB   0.28%     3.5kB / 1.8kB     0B / 0B           10
cab31b045311   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-9    13.49%    26.33MiB / 9.717GiB   0.26%     3.67kB / 1.8kB    0B / 0B           9
44ca00338d82   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-0    16.54%    25.11MiB / 9.717GiB   0.25%     3.33kB / 1.8kB    0B / 0B           9
5b31b0914b2b   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-1    15.77%    26.71MiB / 9.717GiB   0.27%     3.61kB / 1.8kB    0B / 0B           9
66a25bb3794e   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-6    18.75%    20.86MiB / 9.717GiB   0.21%     3.17kB / 1.8kB    0B / 0B           9
c96ca26575c7   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-5    13.13%    33.76MiB / 9.717GiB   0.34%     3.53kB / 1.8kB    0B / 0B           10
2449d15f2307   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-31   10.04%    25.88MiB / 9.717GiB   0.26%     3.49kB / 1.8kB    0B / 0B           9
4221e73fa852   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-10   10.76%    26.94MiB / 9.717GiB   0.27%     3.53kB / 1.8kB    0B / 0B           9
e717219c7cd1   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-23   18.12%    29.34MiB / 9.717GiB   0.29%     3.29kB / 1.8kB    0B / 0B           9
ec0012984083   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-7    12.57%    22.09MiB / 9.717GiB   0.22%     3.29kB / 1.8kB    0B / 0B           9
3a973bcb2cd3   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-2    9.87%     24.61MiB / 9.717GiB   0.25%     3.21kB / 1.8kB    0B / 0B           10
a5630b8feb03   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-8    12.70%    24.29MiB / 9.717GiB   0.24%     3.31kB / 1.8kB    0B / 0B           9
f343762ca2b5   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-16   9.51%     21.99MiB / 9.717GiB   0.22%     3.04kB / 1.8kB    0B / 0B           9
83cc130fa69b   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-18   14.94%    25.14MiB / 9.717GiB   0.25%     3.01kB / 1.8kB    0B / 0B           9
efedb833af88   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-19   13.04%    19.62MiB / 9.717GiB   0.20%     2.66kB / 1.8kB    0B / 0B           9
48c697bdc736   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-17   18.59%    23.77MiB / 9.717GiB   0.24%     2.7kB / 1.8kB     0B / 0B           9
202bb03ac5ca   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-20   11.14%    17.13MiB / 9.717GiB   0.17%     2.75kB / 1.8kB    0B / 0B           9
0dc5c07d081d   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-21   13.32%    16.15MiB / 9.717GiB   0.16%     2.91kB / 1.8kB    0B / 0B           9
6bc1e61360cd   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-22   20.55%    16.48MiB / 9.717GiB   0.17%     2.91kB / 1.8kB    0B / 0B           9
4ef0c0d7e641   tg-dht-find-providers-cf4o3ifrirfpfu6nv5p0-cypress-provider-27   24.64%    17.69MiB / 9.717GiB   0.18%     2.91kB / 1.8kB    0B / 0B           9
