CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O         PIDS
f41ff5d004b6   testground-sidecar                                               0.06%     10.59MiB / 9.717GiB   0.11%     1.59kB / 1.19kB   750kB / 0B        9
aa0d28ac80bf   testground-influxdb                                              72.79%    17.91MiB / 9.717GiB   0.18%     828B / 96B        13MB / 4.1kB      15
8a28927e13ac   testground-sync-service                                          0.42%     9.281MiB / 9.717GiB   0.09%     3.96kB / 2.49kB   1.77MB / 0B       9
223a37483fb1   testground-redis                                                 0.16%     5.973MiB / 9.717GiB   0.06%     754B / 0B         2.51MB / 0B       5
583c21d708af   testground-grafana                                               55.47%    114.4MiB / 9.717GiB   1.15%     974B / 0B         74.2MB / 69.9MB   11
3e039f96eae8   testground-goproxy                                               0.05%     42.21MiB / 9.717GiB   0.42%     638kB / 64.5MB    901kB / 8.19kB    19
d53bb94fe634   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-40   60.55%    32.66MiB / 9.717GiB   0.33%     2.04kB / 1.33kB   0B / 0B           9
CONTAINER ID   NAME                                                             CPU %     MEM USAGE / LIMIT     MEM %     NET I/O           BLOCK I/O        PIDS
d53bb94fe634   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-40   0.16%     33.3MiB / 9.717GiB    0.33%     3kB / 1.48kB      0B / 0B          9
f41ff5d004b6   testground-sidecar                                               3.47%     11.36MiB / 9.717GiB   0.11%     2.66kB / 2.64kB   750kB / 0B       9
aa0d28ac80bf   testground-influxdb                                              43.64%    22.19MiB / 9.717GiB   0.22%     8.11kB / 1.48kB   13.7MB / 4.1kB   26
8a28927e13ac   testground-sync-service                                          0.95%     9.422MiB / 9.717GiB   0.09%     7.68kB / 5.1kB    1.77MB / 0B      9
223a37483fb1   testground-redis                                                 0.43%     5.973MiB / 9.717GiB   0.06%     1.24kB / 0B       2.51MB / 0B      5
583c21d708af   testground-grafana                                               38.68%    117.5MiB / 9.717GiB   1.18%     1.38kB / 0B       74.2MB / 73MB    11
3e039f96eae8   testground-goproxy                                               0.01%     42.21MiB / 9.717GiB   0.42%     638kB / 64.5MB    901kB / 8.19kB   19
fdaebbeaf81b   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-28   20.41%    33.39MiB / 9.717GiB   0.34%     2.74kB / 1.55kB   0B / 0B          9
091b4924ea3e   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-33   10.73%    33.65MiB / 9.717GiB   0.34%     2.83kB / 1.55kB   0B / 0B          10
0e9fabefe75c   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-0    24.40%    26.92MiB / 9.717GiB   0.27%     2.9kB / 1.55kB    0B / 0B          9
56ac1716ae53   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-31   25.89%    27.15MiB / 9.717GiB   0.27%     2.9kB / 1.55kB    0B / 0B          10
afeecb5a7fe3   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-1    27.02%    34.16MiB / 9.717GiB   0.34%     2.94kB / 1.59kB   0B / 0B          9
dabf32313ca6   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-39   25.33%    20.55MiB / 9.717GiB   0.21%     2.45kB / 1.48kB   0B / 0B          9
22de19ebea4f   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-25   17.72%    17.43MiB / 9.717GiB   0.18%     2.35kB / 1.4kB    0B / 0B          9
cc3ea2bc8c0e   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-27   16.13%    26.43MiB / 9.717GiB   0.27%     2.9kB / 1.48kB    0B / 0B          10
98b4f429ff86   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-41   19.92%    16.03MiB / 9.717GiB   0.16%     2.65kB / 1.4kB    0B / 0B          10
37e0e132dc07   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-32   18.13%    25.29MiB / 9.717GiB   0.25%     3.14kB / 1.48kB   0B / 0B          10
1b0dd277e31a   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-26   21.98%    27.22MiB / 9.717GiB   0.27%     2.98kB / 1.48kB   0B / 0B          10
5eb17e863c43   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-35   14.51%    20.64MiB / 9.717GiB   0.21%     3.07kB / 1.48kB   0B / 0B          10
a4d099bdc059   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-29   17.52%    21.53MiB / 9.717GiB   0.22%     2.79kB / 1.48kB   0B / 0B          9
ffe22552403c   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-30   15.70%    24.77MiB / 9.717GiB   0.25%     2.79kB / 1.48kB   0B / 0B          9
3736b2ad7029   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-34   16.67%    17.37MiB / 9.717GiB   0.17%     2.73kB / 1.4kB    0B / 0B          10
c59e185e8522   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-42   12.22%    21.32MiB / 9.717GiB   0.21%     3kB / 1.48kB      0B / 0B          10
eda532328279   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-43   12.71%    15.77MiB / 9.717GiB   0.16%     2.61kB / 1.4kB    0B / 0B          9
f15f018ba53b   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-44   12.28%    17.64MiB / 9.717GiB   0.18%     2.58kB / 1.48kB   0B / 0B          9
2d812b403d2f   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-45   14.40%    22.58MiB / 9.717GiB   0.23%     2.45kB / 1.48kB   0B / 0B          10
09af110fa3fd   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-46   9.83%     15.32MiB / 9.717GiB   0.15%     2.23kB / 1.4kB    0B / 0B          9
c4db1c1bac12   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-48   11.40%    11.68MiB / 9.717GiB   0.12%     2.05kB / 1.33kB   0B / 0B          8
10a976427878   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-47   13.73%    14.05MiB / 9.717GiB   0.14%     2.04kB / 1.33kB   0B / 0B          10
1e01b390649b   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-49   9.10%     10.98MiB / 9.717GiB   0.11%     2.34kB / 1.33kB   0B / 0B          8
d6ea55525fce   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-36   15.70%    25.15MiB / 9.717GiB   0.25%     3.08kB / 1.48kB   0B / 0B          10
f8bd592eb4c2   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-38   23.53%    26.57MiB / 9.717GiB   0.27%     3kB / 1.48kB      0B / 0B          9
bb2e4765b5d6   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-37   13.51%    22.81MiB / 9.717GiB   0.23%     3.08kB / 1.48kB   0B / 0B          9
6b7004996e71   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-15   21.70%    24.11MiB / 9.717GiB   0.24%     2.75kB / 1.48kB   0B / 0B          9
0ba224d158e6   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-3    11.70%    22.51MiB / 9.717GiB   0.23%     3.28kB / 1.48kB   0B / 0B          9
24af65d33384   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-5    15.67%    18.65MiB / 9.717GiB   0.19%     3.12kB / 1.48kB   0B / 0B          9
5bfa7c6ec811   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-4    8.92%     15.57MiB / 9.717GiB   0.16%     2.99kB / 1.4kB    0B / 0B          9
68f24b3e921b   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-6    11.31%    16.21MiB / 9.717GiB   0.16%     2.96kB / 1.48kB   0B / 0B          9
0b68e38c5ac6   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-7    9.19%     20.74MiB / 9.717GiB   0.21%     2.98kB / 1.54kB   0B / 0B          9
ad4f8a71718a   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-2    9.28%     24.25MiB / 9.717GiB   0.24%     2.98kB / 1.48kB   0B / 0B          9
6ad99be33cae   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-9    10.07%    27.03MiB / 9.717GiB   0.27%     2.91kB / 1.48kB   0B / 0B          9
0cabd1a2a1fb   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-8    7.52%     17.59MiB / 9.717GiB   0.18%     2.98kB / 1.54kB   0B / 0B          9
af7fa912f600   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-10   18.79%    24.09MiB / 9.717GiB   0.24%     2.91kB / 1.48kB   0B / 0B          9
cceeead2b78c   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-12   11.37%    16.9MiB / 9.717GiB    0.17%     2.36kB / 1.4kB    0B / 0B          9
7aa51b8c88e2   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-11   11.91%    17.24MiB / 9.717GiB   0.17%     2.36kB / 1.4kB    0B / 0B          9
c7dadcade667   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-13   15.19%    13.68MiB / 9.717GiB   0.14%     1.91kB / 1.21kB   0B / 0B          9
36bc50103486   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-22   10.58%    9.578MiB / 9.717GiB   0.10%     2.26kB / 1.33kB   0B / 0B          10
ae060092f864   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-18   15.65%    10.66MiB / 9.717GiB   0.11%     1.92kB / 1.33kB   0B / 0B          9
a7ea200cfe04   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-16   11.69%    16.12MiB / 9.717GiB   0.16%     2.43kB / 1.33kB   0B / 0B          11
fe18d92bf500   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-14   21.49%    16.23MiB / 9.717GiB   0.16%     2.45kB / 1.4kB    0B / 0B          10
0ab052eef70d   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-21   14.91%    16.55MiB / 9.717GiB   0.17%     3.41kB / 2.33kB   0B / 0B          9
9640663c231f   tg-dht-find-providers-cf4qi3vrirfg9gsookr0-cypress-provider-19   15.65%    16.25MiB / 9.717GiB   0.16%     3.11kB / 2.04kB   0B / 0B          9
